gene_symb,scores,logfoldchanges,pvals,pvals_adj
TFEB,2.9572062,1.5392973,0.0031044038213828,0.0125018634149604
CLK2,2.956963,1.259972,0.0031068533067788,0.0125101188128282
ABHD11,2.955661,1.1376469,0.003119996494377,0.0125598110356696
CDK5,2.9506547,1.36994,0.003171011056107,0.0127586131043134
SPDL1,2.948225,1.1782714,0.0031960436691887,0.0128560281765119
ADNP2,2.9464765,1.1839076,0.0032141680624309,0.0129256121503692
ITPRIPL2,2.9461432,1.4225368,0.0032176340441775,0.0129357940915502
AP001160.1,2.9460573,1.0125582,0.0032185283400711,0.0129365007517289
GRAMD2B,2.9455688,1.5631292,0.0032236148605917,0.0129549365764492
SLC35D1,2.9444976,1.6523,0.0032347959345872,0.0129935465693215
AC137932.3,2.944317,1.2834548,0.0032366811510897,0.0129994514522537
PAM16,2.9439986,1.3959525,0.0032400156101154,0.0130111746528568
ABHD10,2.9422164,1.18373,0.0032587200150073,0.0130846091805457
TEPSIN,2.9420803,1.1742605,0.003260154393055,0.0130886901142387
TMEM186,2.9380991,1.0856204,0.0033023150209134,0.0132494599717863
AC114491.1,2.937078,1.1412851,0.0033132068597858,0.0132897540336607
DCAF4,2.9358432,1.6899009,0.0033264236586826,0.0133410594565148
RPP25,2.9349544,1.7604764,0.00333596766409,0.0133759102996954
RNF157,2.9339962,1.0921407,0.0033462824008324,0.0134138328322191
ATAD2,2.9323988,1.0103658,0.0033635457576891,0.0134795829027269
PLD6,2.9273252,1.6683617,0.003418910767541,0.0136944499222819
TPM3P9,2.9266818,1.48106,0.0034259933298662,0.0137210638464367
RPS4XP16,2.923541,1.0575,0.0034607445063293,0.0138531540830576
ARHGAP31,2.9213607,2.1409554,0.0034850591824157,0.013946918208157
SFXN5,2.9167151,1.2133114,0.0035373874698548,0.0141545225646805
UBE3D,2.916413,1.0473001,0.0035408124742679,0.0141664169923081
POLA2,2.916214,1.5533428,0.0035430736772971,0.0141736527289959
AL158071.3,2.9127548,1.819895,0.0035825573461614,0.0143279413802097
FAM221A,2.9123251,1.2355347,0.0035874907447618,0.0143458394264672
TMEM97,2.9089499,1.2416611,0.0036264513306612,0.0144942325267213
MIF-AS1,2.9052033,1.1963542,0.0036701454441469,0.0146632543067099
FAM118B,2.90348,1.2117773,0.0036904045322668,0.0147404332580442
PILRB,2.9017086,1.0023596,0.0037113364112984,0.0148221497926232
HIP1R,2.898132,1.0116333,0.0037539257722936,0.0149826857688063
PCCB,2.8977609,1.4906862,0.0037583698198079,0.0149985110155503
MZB1,2.8964002,2.3902113,0.0037747056009184,0.0150579445878909
TTLL5,2.8953583,1.0840602,0.0037872590368489,0.0151060977965322
PIP4K2C,2.89205,1.0527043,0.0038273687019555,0.015262193253557
PICK1,2.8883584,1.7105438,0.0038725852779104,0.0154352555078332
AC004847.1,2.8880124,2.4844766,0.0038768466916171,0.015449655945173
BIVM,2.8842785,1.2841557,0.0039231160258589,0.0156280770846907
ZNF212,2.8832848,1.1096207,0.0039355144809934,0.0156754730841352
ZNF513,2.8823266,1.3921219,0.003947501948741,0.0157192208466275
SMURF1,2.8819032,1.0582653,0.0039528111266024,0.0157383607814153
TRIM35,2.879337,1.2631685,0.0039851205108961,0.0158629682579035
ENTPD1,2.8778949,2.9948642,0.0040033864326605,0.0159336510223764
E2F1,2.8754504,1.6538181,0.0040345165676773,0.016055509437029
FAXDC2,2.8731484,1.394914,0.0040640319474726,0.0161688569640807
PANX1,2.8700435,1.1172514,0.0041041532203396,0.0163222585395725
ERVK13-1,2.868318,1.5030346,0.0041266038896211,0.0164052938532157
MTA3,2.8679092,1.416796,0.0041319396109181,0.0164223357651001
TSC1,2.867488,1.0265236,0.004137446059632,0.0164421339729839
AC018926.2,2.8662343,1.8667929,0.0041538678251796,0.0165052989180457
DHX57,2.866119,1.2702377,0.0041553811539494,0.0165092170170422
SYNGR3,2.865926,1.830064,0.0041579136584776,0.016516181181132
RPP21,2.865905,1.1962105,0.0041581890150702,0.016516181181132
TRAPPC11,2.8639848,1.4492806,0.004183481958219,0.0166061110032704
L3MBTL3,2.8628714,1.1572028,0.0041982079596032,0.0166624527092326
RMND1,2.8623705,1.0988922,0.0042048513791911,0.0166867048838853
PKIA,2.861142,1.5255791,0.004221180640067,0.016747261406632
ADAT2,2.8608232,1.4514784,0.0042254256005026,0.016759855710329
NUDT4P1,2.8568923,2.0611398,0.004278108829939,0.016962373758924
ZUFSP,2.8562572,1.0247684,0.0042866781283733,0.0169920469524619
TRMT5,2.8559887,1.0296161,0.0042903028362244,0.017004262291775
TBC1D31,2.8525002,1.6896578,0.0043376776119686,0.0171811541693041
PEX5,2.850731,1.2441225,0.0043618874814254,0.0172726772392705
PRRT3,2.8497896,1.3060551,0.0043748167570737,0.0173194951929115
G0S2,2.8486574,1.5157355,0.0043904124514716,0.0173768429108871
RELT,2.8472214,1.093482,0.0044102683800359,0.0174532246268079
PLCL2,2.8471165,1.3502667,0.0044117209002025,0.0174567664736817
AL133243.3,2.8461795,1.2340539,0.0044247257077437,0.0175060129688102
RPL26P30,2.8416657,2.0237157,0.0044878520608952,0.0177512804293443
KIAA1468,2.8412862,1.6599448,0.0044931960199181,0.0177701731185623
ARSG,2.840672,1.0346125,0.0045018589595582,0.0178021856381319
SLC9A1,2.8405504,1.5888754,0.0045035756008151,0.0178067250457284
TMEM110,2.8394203,2.698709,0.0045195569122199,0.0178676573836512
TAF5L,2.8390222,1.3732622,0.0045252026342346,0.0178877186820502
WASL,2.837888,1.2793173,0.0045413130969062,0.0179468704249945
AGAP2,2.8336928,1.001116,0.0046013534317903,0.0181789312525427
DHRS4-AS1,2.831697,1.1022238,0.0046301699421799,0.018288791605853
MYO1B,2.8302147,1.4068242,0.0046516760764412,0.0183667880995525
AC099343.3,2.82833,1.0440657,0.0046791532433785,0.0184682928530726
AGTPBP1,2.8236823,1.0379249,0.0047475430442129,0.0187240609972731
SAMD4A,2.822571,1.022967,0.0047640258523212,0.0187867019473588
TNFRSF10A,2.8212085,1.5687059,0.0047843113178753,0.0188643208253362
PIGM,2.8207304,1.0275388,0.004791445332533,0.018890071116462
RIC1,2.8196402,1.0330304,0.0048077519198762,0.0189519728519758
RYR1,2.8195522,1.7404284,0.0048090711797015,0.0189547869722604
KDM6A,2.8181853,1.0974175,0.004829593174796,0.0190332777716851
MTG1,2.8170238,1.0308558,0.0048470928084561,0.019095033080721
MORF4L1P1,2.816372,1.1321498,0.0048569417331311,0.0191314256643689
NLN,2.8146505,1.7230186,0.0048830286729912,0.0192317623622676
SLC25A16,2.8143342,1.5548137,0.0048878404134494,0.0192473780126309
ZNF865,2.8135478,1.2936088,0.0048998086582581,0.0192905707152922
RPP14,2.8134725,1.1566259,0.0049009590031842,0.0192926737928968
NUP43,2.8128664,1.1803634,0.004910202572719,0.0193266313959027
TRMT44,2.8111725,1.7805085,0.0049361299241884,0.0194213576346146
SLC35F5,2.8090656,1.3936212,0.0049685514297968,0.0195464648597021
ARMC7,2.807686,1.2503825,0.0049898828359488,0.0196254517618884
HIRA,2.8068476,1.2622958,0.0050028906946156,0.0196741409870776
PIP4K2B,2.8067658,1.2968568,0.0050041605998947,0.0196766636372352
VPS52,2.8037322,1.6501012,0.0050514838588845,0.0198552612484979
PSMA6P1,2.8035393,1.4528282,0.0050545062985796,0.0198646475103334
SOCS7,2.80199,1.5863183,0.005078843745472,0.0199577907272181
CCL22,2.800122,2.0978703,0.0051083278240524,0.0200686138643545
PEX3,2.799099,1.0112348,0.0051245417194059,0.0201272611360158
TSTD2,2.7965813,1.1912082,0.0051646434538033,0.0202796778507697
DOLPP1,2.796013,1.7779335,0.0051737313437294,0.0203102685686449
SPRED2,2.794428,2.5626059,0.0051991599726536,0.0204024185867598
NRM,2.7932267,1.1190305,0.0052185084312725,0.0204732135686726
ACSL1,2.7931745,1.1065211,0.0052193540840394,0.0204739658889199
QSOX2,2.7922435,1.7428786,0.0052343935169857,0.0205278175614152
CCPG1,2.7911367,1.1730744,0.0052523292030508,0.0205929977055753
AC233279.1,2.7905266,1.3084726,0.0052622379253787,0.0206266814824153
AL158207.1,2.7870548,1.4503134,0.0053189478672008,0.0208463608298818
ASB16-AS1,2.785862,1.3686419,0.0053385603897252,0.0209206088063437
IL1RAP,2.7788765,1.4963189,0.0054547257919067,0.0213704853941932
FBXO5,2.7779667,1.1030142,0.0054700233641239,0.0214277369641042
FUT7,2.7751195,1.9400238,0.0055181404469263,0.0216108187034035
AC067852.2,2.7718933,1.0334634,0.0055731322830281,0.0218152700229897
MCM9,2.7677233,1.5891947,0.0056449359734618,0.0220880517701904
TMEM237,2.7671447,2.1479793,0.005654965346765,0.022124530797521
TNRC18,2.7662978,1.371658,0.0056696750094945,0.0221765389409473
ALG14,2.7642431,1.8111825,0.0057055003706407,0.0223055215513962
HLA-G,2.7635179,1.0633413,0.0057181976008851,0.0223495799627156
AMMECR1L,2.7630901,1.1126666,0.0057256957656501,0.0223760933747218
RASA4CP,2.762763,1.1969131,0.0057314356380827,0.0223957295974054
ZNF518B,2.761241,1.3767787,0.0057582164489542,0.0224947617259147
CDPF1,2.76057,1.2246541,0.0057700564520102,0.0225353919881369
USPL1,2.75874,1.0460267,0.0058024691771263,0.0226555398247593
DNAAF5,2.755849,1.7969935,0.0058540032146676,0.022849002076098
NAXD,2.7555826,1.0161905,0.0058587699658129,0.0228619075772145
INO80B,2.7464442,1.1996412,0.0060245142313557,0.0234911039972578
RPL36AP13,2.7453876,1.4775028,0.0060439480011635,0.0235639466896315
PTDSS2,2.7431002,1.4658991,0.0060862095090006,0.0237228066645485
PUDP,2.7409914,1.3185524,0.0061254140928647,0.0238726463357838
SLC25A12,2.740507,1.2560465,0.0061344483849245,0.0239019055973585
MAGED1,2.7403433,1.304987,0.0061375016340583,0.0239108266348141
GEMIN2,2.7371736,1.071464,0.0061969587203454,0.0241364565857367
MTERF1,2.7348087,1.0349152,0.0062416528300291,0.0243044884667381
HSPE1P2,2.7344356,1.4741757,0.0062487320730224,0.0243290288408859
EVI5,2.7322197,1.1033897,0.0062909191533576,0.0244902361818701
MTOR,2.7306116,1.0315012,0.006321692053733,0.0246069741290942
HAUS5,2.7303872,2.0749342,0.0063259957651888,0.0246206654324212
RAB33B,2.729989,1.0165212,0.0063336443686119,0.0246473699758399
HAUS8,2.7295382,1.0010779,0.0063423094040209,0.0246780228345098
RAB11FIP5,2.7284272,1.4149742,0.0063637153070419,0.0247551608869162
C3orf62,2.728146,1.0873352,0.0063691376522294,0.0247731762768889
PIGV,2.726096,1.6966896,0.0064088387524172,0.0249214046419445
TNKS,2.7257771,1.0528367,0.0064150290195136,0.0249423784465408
LINC00094,2.7230036,1.2355448,0.0064691363896339,0.0251402667861275
CCDC142,2.71454,1.2274141,0.006636786424006,0.0257853852490448
PAPD7,2.714364,1.5627215,0.0066403159177023,0.0257958972331488
AL359962.2,2.714039,1.6894819,0.0066468331043323,0.0258180115779368
ZNF213,2.7124352,1.5696135,0.0066790828835958,0.0259368428833276
CDADC1,2.7118902,1.285724,0.006690075579301,0.0259763090852548
AL355338.1,2.7087831,1.9699703,0.0067530450791425,0.0262143062823001
EHBP1,2.708192,1.3102728,0.0067650872799794,0.0262577969286522
AL353625.1,2.7080705,1.8542635,0.0067675664362985,0.0262641636944651
NCDN,2.7069383,1.2651063,0.0067906874560694,0.0263506277031839
BMS1P1,2.7023344,1.187419,0.0068854459964555,0.0267117085361194
LZTR1,2.7018042,1.6529204,0.0068964390436867,0.0267510409931709
CDCA7,2.7016783,1.4246671,0.0068990484024183,0.0267578477057005
HEATR6,2.7003512,1.2944332,0.0069266312237556,0.026851522873222
GPHN,2.6992736,1.9881408,0.0069491014829699,0.0269352954361565
SLC30A1,2.698326,1.0632398,0.0069689154039099,0.0270087523470507
TOR1B,2.6958144,1.1807712,0.0070216767632339,0.0271964029111353
RBSN,2.6957264,1.359535,0.00702353298501,0.0272002277419479
TMEM102,2.6923616,1.2361077,0.0070947981818292,0.0274694232559979
ARSB,2.6919088,1.9507252,0.0071044384142587,0.027503347080719
ANP32AP1,2.6907117,1.2113444,0.0071299792073857,0.0275988106023555
KIAA1328,2.68976,1.4846448,0.0071503453903795,0.0276605466417314
AC007686.3,2.6835961,1.8350303,0.0072835009196221,0.0281582537713655
ERLIN1,2.6819944,1.3336885,0.0073184654979703,0.0282864428103876
MRPL30,2.6808562,1.0557898,0.0073434074525264,0.0283793422298265
ACOT2,2.6807535,1.6074317,0.00734566194692,0.028384551551279
AL132656.3,2.6800134,1.2938937,0.0073619218672607,0.0284438716172016
TIAM2,2.679657,1.2309126,0.0073697639368929,0.0284706574494824
GUSBP1,2.6747303,1.0113868,0.0074789394267493,0.0288817306846261
ZSCAN29,2.6720111,1.5776689,0.0075398141588342,0.0291096326914005
NUDT8,2.6695228,1.2416356,0.0075959149910597,0.0293103526879663
AC005224.3,2.6690068,2.413855,0.0076075883234325,0.0293423500856117
AC010618.3,2.6669965,1.0484673,0.0076532490368902,0.0295148270223022
ZFP64,2.663273,1.9714195,0.0077384585809455,0.0298287426600992
CLPB,2.6617846,2.5169156,0.0077727603948051,0.0299572748303475
ACTR3C,2.661055,2.3880372,0.0077896228157085,0.0300185698440184
SPATA2,2.660837,1.0674871,0.0077946685172474,0.0300311830430821
NPL,2.6587322,2.3162546,0.0078435297391588,0.0302040043860291
PPIAP22,2.6535957,2.0438747,0.0079639164405903,0.0306600501255776
HARBI1,2.6531556,1.4117874,0.0079743118987348,0.0306962970077806
PATZ1,2.6512372,1.1120863,0.0080197483528834,0.0308564092223744
ABCB10,2.651233,1.3460048,0.0080198479209122,0.0308564092223744
ADORA2A-AS1,2.6488955,2.1365833,0.0080755297184023,0.0310630111809454
PNPO,2.6470654,1.8245981,0.0081193676256947,0.0312162966267348
AC098934.3,2.644579,1.4202275,0.0081792641500749,0.0314349993620959
RFC5,2.6426334,1.2856658,0.0082264063530792,0.0316045410210139
SAMD10,2.6417613,1.2865539,0.008247617880748,0.0316782585211117
RPL12P38,2.6406271,1.0162498,0.0082752762670569,0.0317766955111383
ZBTB40,2.6397843,1.0959224,0.0082958820537051,0.0318519145289468
DHRS11,2.6395915,1.347088,0.0083006042560994,0.0318661377958227
ENDOD1,2.6395347,1.1734812,0.0083019905762274,0.0318675526458574
SERAC1,2.6391156,1.1023744,0.008312266066183,0.0319030844322454
HIP1,2.637912,1.5050342,0.0083418199400876,0.0320047450243944
CITED4,2.6345346,1.4234587,0.0084252692092605,0.0323090758372514
MRM1,2.6343272,2.0365605,0.0084304216437195,0.0323248753473552
CD40,2.6330965,1.2699163,0.0084610298691407,0.0324382645074894
RPL37AP8,2.630042,1.0395274,0.0085374328232929,0.0327111550575287
PAXIP1,2.6299727,1.3004745,0.0085391704161862,0.0327138094825899
PGAP2,2.6258595,1.3756341,0.0086430481692741,0.0330996185455163
AMBRA1,2.6223752,1.3508023,0.0087319245672517,0.0334195440808236
KBTBD8,2.621763,1.8942877,0.0087476235090251,0.0334755365058772
MRPS24,2.6198218,1.3686264,0.0087975754557667,0.0336584659207614
EPAS1,2.617786,1.0784329,0.0088502284585349,0.0338475025363612
RPL7P23,2.6176708,1.2423153,0.0088532192704441,0.0338548056395794
ALKBH1,2.6165953,1.1467283,0.0088811589040653,0.033949208453814
NDUFB4P12,2.6154861,1.4870193,0.0089100524092975,0.0340513427300763
PHLPP2,2.61509,1.121537,0.0089203957592024,0.0340867112053195
ABHD6,2.6148655,1.012523,0.0089262562713772,0.0341049432718845
ABAT,2.6137838,1.4074017,0.0089545664866213,0.0342047616521412
B3GLCT,2.6134737,1.1819386,0.0089627012556552,0.0342316588211539
GTF2E1,2.612287,1.2255942,0.0089938721670599,0.0343465217005503
TTC9,2.6119578,1.0785923,0.0090025356487912,0.0343712222532988
MSH2,2.608551,1.0886544,0.0090926441344425,0.0346975000237597
LRFN3,2.6080437,1.526079,0.0091061320307501,0.0347413305732689
GPD2,2.6068342,1.6054629,0.0091383632785091,0.0348558037048848
AC027307.3,2.605616,1.9445602,0.009170920826141,0.0349757249680027
FAM193B,2.6033475,1.4066422,0.0092318290065083,0.035199439603359
PDPR,2.6021736,1.3439256,0.0092634942056643,0.0353158732586819
LRRC69,2.6011128,1.0453819,0.0092921892899665,0.035420956763835
FAM69A,2.5981212,1.7928241,0.0093735416744914,0.0357180191517585
BCR,2.5963686,1.364301,0.0094214961246575,0.0358963817424131
AL031595.3,2.5947375,1.0883473,0.0094663200539769,0.036054001606869
AC005154.1,2.5903957,1.084688,0.0095865676932014,0.0364942274822893
LSM14B,2.5899723,1.4536768,0.0095983689255749,0.0365347106040209
ZNF234,2.589167,1.5350326,0.0096208386720187,0.0366157870012858
SLX4IP,2.5887897,1.6019026,0.0096313875000743,0.0366514795837176
IL22,2.5877311,2.0239682,0.0096610378910761,0.0367598441374998
PIAS3,2.5835822,1.0668304,0.0097780179632476,0.0371959082064446
DPH6,2.5794437,1.4001333,0.0098959583564856,0.0376308418872869
RETSAT,2.5793095,1.4742731,0.0098998032802918,0.0376408913793829
GPATCH1,2.5747204,1.0046878,0.0100321155219977,0.0381347054885603
STAG3L3,2.5742383,1.618272,0.0100461087035291,0.0381832616674195
TMEM65,2.569192,1.3875653,0.0101935965454669,0.0387250305065658
CAPN10-AS1,2.5654037,1.3669158,0.0103055832502602,0.0391219831654824
GNA12,2.5650516,1.3810263,0.0103160502807892,0.0391569705833181
AC021074.1,2.564521,1.3877205,0.0103318309838382,0.0392121163557527
SKP2,2.564456,1.6355602,0.0103337660644927,0.0392147072167411
AC073896.3,2.5615482,1.130675,0.0104206760491917,0.0395253528499385
SPECC1L,2.561305,1.3099302,0.0104279740431081,0.0395482431278776
PARP2,2.5609236,1.5690988,0.010439433508886,0.0395869083924827
MAP3K10,2.5590408,1.769565,0.0104961394529835,0.0397874845535555
CCNYL1,2.558242,1.2223603,0.0105202811115727,0.0398693442125941
PSMC3IP,2.5579193,1.8015566,0.010530053166423,0.039901548432031
NEK6,2.5572925,1.9143591,0.0105490492417447,0.039959022599597
AC104109.4,2.555871,1.4377947,0.0105922369216928,0.0401129088358884
R3HCC1L,2.555416,1.0101999,0.0106060927087304,0.0401605234977697
CHCHD6,2.5547264,1.1011506,0.0106271306169443,0.0402353188327865
ORC5,2.5542357,1.0312678,0.0106421163255834,0.0402871846536506
SH2D3C,2.5538375,1.3324214,0.0106542980297887,0.040328424275957
DHFR,2.552766,1.5380043,0.0106871219453614,0.0404477789473242
UBE2V1,2.5524704,1.135818,0.0106961948481532,0.0404772246664886
KIF1B,2.5519087,1.2954389,0.0107134586802859,0.0405376561617442
LINC01480,2.5506425,2.691541,0.0107524575878487,0.0406753895775198
AC018628.1,2.546873,1.3943145,0.0108692984804442,0.0411024884928974
FARP2,2.5458624,1.2368708,0.0109008118725723,0.0412117025527784
RPS24P8,2.5410762,1.2331232,0.0110511813170835,0.0417600215084726
SH3TC1,2.5409966,1.8815955,0.0110536996967373,0.0417644975509285
ZNF586,2.5407093,1.089797,0.0110627833513033,0.041793775279037
ARMC5,2.5400426,1.1273557,0.0110838936048621,0.0418684754085943
ZBTB33,2.5378098,1.1642756,0.0111548538895615,0.0421161980147185
SIRT5,2.5371852,1.0490496,0.0111747815585575,0.0421812640602766
FLNB,2.5364976,1.1157826,0.0111967519166372,0.0422591006824771
MED20,2.5362146,1.1910982,0.0112058057329355,0.0422881744370189
AC068491.4,2.5353048,2.0878456,0.0112349561407631,0.0423930720322287
AP003419.1,2.5346065,1.1714895,0.0112573683350382,0.0424725219831766
MED26,2.531854,1.1246549,0.0113461257069528,0.0427970777027346
ZNF346,2.5314136,1.7241769,0.0113603789634335,0.0428456788393241
LINC00959,2.5303152,1.2737175,0.0113960135728306,0.0429697231429311
SNX29,2.5285416,1.1328673,0.0114537552340443,0.0431718466513979
CDYL2,2.523965,1.5191796,0.0116039518305345,0.0437169216419045
FCHSD1,2.5233736,1.2266651,0.0116234811405281,0.0437852283434886
DTNB,2.522818,1.3238953,0.0116418597236631,0.0438407281399551
LANCL2,2.5228014,1.6607548,0.0116424149494978,0.0438407281399551
SMARCAL1,2.5203674,1.1240976,0.0117232416277656,0.0441344738014873
MIR762HG,2.5176735,1.2561737,0.011813280942221,0.0444680980502383
PIWIL1,2.5167866,1.255598,0.0118430542283319,0.0445748131918863
NEMP2,2.515778,2.0300832,0.0118769907435994,0.0446971703332742
MINDY3,2.515711,1.395796,0.0118792515305483,0.0447003058133638
SPATA5L1,2.5154762,1.13268,0.0118871672902347,0.0447247170180894
RPL21P134,2.5145538,1.2049564,0.011918310216081,0.0448365026043151
LIG1,2.5126061,1.1796194,0.0119843019757986,0.0450793463676393
MIATNB,2.5119982,1.6367942,0.0120049684407503,0.0451516596814816
P2RY11,2.510927,1.342042,0.0120414610677608,0.045278033804811
HOXB-AS1,2.5095747,1.060314,0.0120876635566601,0.0454299404180274
AC133550.2,2.5091157,1.4408194,0.0121033866065829,0.0454835739364762
DPYSL2,2.5056796,1.1242858,0.0122216347749527,0.0459059028837026
DCAF17,2.5055494,1.1604409,0.0122261278842778,0.0459172712228168
SNN,2.5004153,1.1991132,0.0124047804623976,0.0465770573279928
MCTP2,2.4987905,1.0802256,0.0124617957204001,0.0467799167727428
P2RY14,2.4947066,1.3340691,0.0126061323210308,0.0472990544162729
RPS6P25,2.4946184,1.3704695,0.0126092605329844,0.047305122998835
MED18,2.492543,1.5655928,0.0126831962424575,0.0475597074907291
CYFIP1,2.4921803,1.4566865,0.0126961556352764,0.0476026019753493
SENP3,2.492065,1.1071589,0.0127002781281374,0.0476123573359808
SNORA14,2.4910777,3.762212,0.0127356302032836,0.0477391736256453
CTNS,2.4886563,1.2925773,0.0128226904990456,0.0480540110371775
ARHGEF19,2.4880064,1.9126223,0.012846146792713,0.048136153928511
